Datum,Uhrzeit,Produkt,ISIN,Beschreibung,FX,Änderung,,Saldo,
05-10-2016,16:07,DAX SL 11151.11  HB 131.04  FN 11151....,NL0011483839,Kauf 50 zu je 6,,EUR,"-300,00",EUR,"-1602,36"
05-10-2016,14:15,SILVER SL 20.8372  HB 4.13  FN 20.837...,NL0011846647,Transaktionsgebühr,,EUR,"-4,00",EUR,"-1302,36"
05-10-2016,14:15,SILVER SL 20.8372  HB 4.13  FN 20.837...,NL0011846647,Transaktionsgebühr,,EUR,"-0,03",EUR,"-1298,36"
05-10-2016,14:15,SILVER SL 20.8372  HB 4.13  FN 20.837...,NL0011846647,"Verkauf 25 zu je 2,84",,EUR,"71,00",EUR,"-1298,33"
04-10-2016,20:49,COCA-COLA COMPANY (THE,US1912161007,Währungswechsel (Einbuchung),,USD,"250,98",USD,"0,00"
04-10-2016,20:49,COCA-COLA COMPANY (THE,US1912161007,Währungswechsel (Ausbuchung),"1,1202",EUR,"-224,27",EUR,"-1369,33"
04-10-2016,20:49,COCA-COLA COMPANY (THE,US1912161007,Transaktionsgebühr,,EUR,"-0,50",EUR,"-1145,06"
04-10-2016,20:49,COCA-COLA COMPANY (THE,US1912161007,Transaktionsgebühr,,EUR,"-0,02",EUR,"-1144,56"
04-10-2016,20:49,COCA-COLA COMPANY (THE,US1912161007,"Kauf 6 zu je 41,83",,USD,"-250,98",USD,"-250,98"
04-10-2016,17:51,SILVER SL 17.08  HB 44.43  FN 17.08  ...,NL0011634928,Transaktionsgebühr,,EUR,"-4,00",EUR,"-1144,54"
04-10-2016,17:51,SILVER SL 17.08  HB 44.43  FN 17.08  ...,NL0011634928,Transaktionsgebühr,,EUR,"-0,03",EUR,"-1140,54"
04-10-2016,17:51,SILVER SL 17.08  HB 44.43  FN 17.08  ...,NL0011634928,"Kauf 75 zu je 0,97",,EUR,"-72,75",EUR,"-1140,51"
04-10-2016,14:28,SILVER SL 20.8372  HB 4.13  FN 20.837...,NL0011846647,Transaktionsgebühr,,EUR,"-4,00",EUR,"-1067,76"
04-10-2016,14:28,SILVER SL 20.8372  HB 4.13  FN 20.837...,NL0011846647,Transaktionsgebühr,,EUR,"-0,02",EUR,"-1063,76"
04-10-2016,14:28,SILVER SL 20.8372  HB 4.13  FN 20.837...,NL0011846647,"Kauf 25 zu je 2,39",,EUR,"-59,75",EUR,"-1063,74"
03-10-2016,00:00,SPDR S+P EO DIV.ARIST.ETF,IE00B5M1WJ87,Dividende,,EUR,"8,04",EUR,"-1003,99"
01-10-2016,00:00,,,Zinsen,,EUR,"-2,85",EUR,"-1012,03"
30-09-2016,15:30,S&P 500 SL 2176.88  HB 39.79  FN 2176...,NL0011211917,Transaktionsgebühr,,EUR,"-4,00",EUR,"-1009,18"
30-09-2016,15:30,S&P 500 SL 2176.88  HB 39.79  FN 2176...,NL0011211917,Transaktionsgebühr,,EUR,"-0,06",EUR,"-1005,18"
30-09-2016,15:30,S&P 500 SL 2176.88  HB 39.79  FN 2176...,NL0011211917,"Kauf 600 zu je 0,25",,EUR,"-150,00",EUR,"-1005,12"
29-09-2016,00:00,,,Währungswechsel (Ausbuchung),,GBP,"-2,99",GBP,"0,00"
29-09-2016,00:00,,,Währungswechsel (Einbuchung),"0,8662",EUR,"3,45",EUR,"-855,12"
28-09-2016,16:38,"HSBC HLDGS PLC DL-,50",GB0005405286,Transaktionsgebühr,,EUR,"-2,00",EUR,"-858,57"
28-09-2016,16:38,"HSBC HLDGS PLC DL-,50",GB0005405286,"Verkauf 9 zu je 6,64",,EUR,"59,76",EUR,"-856,57"
28-09-2016,10:21,M4E AG INH. O.N,DE000A0MSEQ3,Transaktionsgebühr,,EUR,"-2,00",EUR,"-916,33"
28-09-2016,10:21,M4E AG INH. O.N,DE000A0MSEQ3,"Verkauf 10 zu je 2,443",,EUR,"24,43",EUR,"-914,33"
28-09-2016,00:00,"HSBC HLDGS PLC DL-,50",GB0005405286,Dividende,,GBP,"2,99",GBP,"2,99"
27-09-2016,11:13,,,Einzahlung,,EUR,"100,00",EUR,"-938,76"
27-09-2016,10:37,DT.TECH.BET.AG O.N,DE000A1X3WX6,Transaktionsgebühr,,EUR,"-7,50",EUR,"-1038,76"
27-09-2016,10:37,DT.TECH.BET.AG O.N,DE000A1X3WX6,Transaktionsgebühr,,EUR,"-0,08",EUR,"-1031,26"
27-09-2016,10:37,DT.TECH.BET.AG O.N,DE000A1X3WX6,"Verkauf 55 zu je 1,85",,EUR,"101,75",EUR,"-1031,18"
26-09-2016,10:14,GAZPROM ADR SP./2 RL 5L 5,US3682872078,Transaktionsgebühr,,EUR,"-2,00",EUR,"-1132,93"
26-09-2016,10:14,GAZPROM ADR SP./2 RL 5L 5,US3682872078,Transaktionsgebühr,,EUR,"-0,01",EUR,"-1130,93"
26-09-2016,10:14,GAZPROM ADR SP./2 RL 5L 5,US3682872078,"Verkauf 20 zu je 3,698",,EUR,"73,96",EUR,"-1130,92"
26-09-2016,10:06,SILVER SL 17.08  HB 44.43  FN 17.08  ...,NL0011634928,Transaktionsgebühr,,EUR,"-4,00",EUR,"-1204,88"
26-09-2016,10:06,SILVER SL 17.08  HB 44.43  ,NL0011634928,Transaktionsgebühr,,EUR,"-0,04",EUR,"-1200,88"
,,FN 17.08  ...,,,,,,,
26-09-2016,10:06,SILVER SL 17.08  HB 44.43  FN 17.08  ...,NL0011634928,"Kauf 45 zu je 2,25",,EUR,"-101,25",EUR,"-1200,84"
22-09-2016,18:06,SILVER SL 17.08  HB 44.43  FN 17.08  ...,NL0011634928,Transaktionsgebühr,,EUR,"-4,00",EUR,"-1099,59"
22-09-2016,18:06,SILVER SL 17.08  HB 44.43  FN 17.08  ...,NL0011634928,Transaktionsgebühr,,EUR,"-0,06",EUR,"-1095,59"
22-09-2016,18:06,SILVER SL 17.08  HB 44.43  FN 17.08  ...,NL0011634928,"Kauf 50 zu je 2,8",,EUR,"-140,00",EUR,"-1095,53"
22-09-2016,16:30,NASDAQ 100 SL 5145.75  HB 120.35  FN ...,NL0011851456,Transaktionsgebühr,,EUR,"-4,00",EUR,"-955,53"
22-09-2016,16:30,NASDAQ 100 SL 5145.75  HB 120.35  FN ...,NL0011851456,Transaktionsgebühr,,EUR,"-0,12",EUR,"-951,53"
22-09-2016,16:30,NASDAQ 100 SL 5145.75  HB 120.35  FN ...,NL0011851456,"Kauf 100 zu je 2,9",,EUR,"-290,00",EUR,"-951,41"
22-09-2016,15:31,DEUTSCHE POST AG NA O.N,DE0005552004,Transaktionsgebühr,,EUR,"-2,00",EUR,"-661,41"
22-09-2016,15:31,DEUTSCHE POST AG NA O.N,DE0005552004,Transaktionsgebühr,,EUR,"-0,01",EUR,"-659,41"
22-09-2016,15:31,DEUTSCHE POST AG NA O.N,DE0005552004,"Verkauf 3 zu je 28,1",,EUR,"84,30",EUR,"-659,40"
22-09-2016,12:51,ALSTRIA OFFICE REIT-AG,DE000A0LD2U1,Transaktionsgebühr,,EUR,"-2,00",EUR,"-743,70"
22-09-2016,12:51,ALSTRIA OFFICE REIT-AG,DE000A0LD2U1,"Verkauf 4 zu je 12,5",,EUR,"50,00",EUR,"-741,70"
22-09-2016,11:26,FTSE 100 SL 6940.00  HB 38.79  FN 708...,NL0010902722,Transaktionsgebühr,,EUR,"-4,00",EUR,"-791,70"
22-09-2016,11:26,FTSE 100 SL 6940.00  HB 38.79  FN 708...,NL0010902722,Transaktionsgebühr,,EUR,"-0,02",EUR,"-787,70"
22-09-2016,11:26,FTSE 100 SL 6940.00  HB 38.79  FN 708...,NL0010902722,"Verkauf 20 zu je 2,1",,EUR,"42,00",EUR,"-787,68"
21-09-2016,15:10,IS.E.G.B.C.1.5-10.5 U.ETF,DE000A0H0785,Transaktionsgebühr,,EUR,"-2,00",EUR,"-829,68"
21-09-2016,15:10,IS.E.G.B.C.1.5-10.5 U.ETF,DE000A0H0785,Transaktionsgebühr,,EUR,"-0,07",EUR,"-827,68"
21-09-2016,15:10,IS.E.G.B.C.1.5-10.5 U.ETF,DE000A0H0785,"Kauf 3 zu je 124,26",,EUR,"-372,78",EUR,"-827,61"
21-09-2016,11:23,CHINA MOBILE LTD,HK0941009539,Transaktionsgebühr,,EUR,"-2,00",EUR,"-454,83"
21-09-2016,11:23,CHINA MOBILE LTD,HK0941009539,Transaktionsgebühr,,EUR,"-0,02",EUR,"-452,83"
21-09-2016,11:23,CHINA MOBILE LTD,HK0941009539,Kauf 19 zu je 11,,EUR,"-209,00",EUR,"-452,81"
21-09-2016,10:05,SPDR EUR HY,IE00B6YX5M31,Transaktionsgebühr,,EUR,"-2,00",EUR,"-243,81"
21-09-2016,10:05,SPDR EUR HY,IE00B6YX5M31,Transaktionsgebühr,,EUR,"-0,07",EUR,"-241,81"
21-09-2016,10:05,SPDR EUR HY,IE00B6YX5M31,"Kauf 6 zu je 56,79",,EUR,"-340,74",EUR,"-241,74"
20-09-2016,11:21,ISHR EUR HY COR,IE00B66F4759,Transaktionsgebühr,,EUR,"-2,00",EUR,"99,00"
20-09-2016,11:21,ISHR EUR HY COR,IE00B66F4759,Transaktionsgebühr,,EUR,"-0,06",EUR,"101,00"
20-09-2016,11:21,ISHR EUR HY COR,IE00B66F4759,"Kauf 3 zu je 104,55",,EUR,"-313,65",EUR,"101,06"
20-09-2016,11:21,GOLD SL 1286.26 HB 324.30 FN 1286.26 ...,NL0011844485,Transaktionsgebühr,,EUR,"-4,00",EUR,"414,71"
20-09-2016,11:21,GOLD SL 1286.26 HB 324.30 FN 1286.26 ...,NL0011844485,Transaktionsgebühr,,EUR,"-0,06",EUR,"418,71"
20-09-2016,11:21,GOLD SL 1286.26 HB 324.30 FN 1286.26 ...,NL0011844485,"Verkauf 50 zu je 2,85",,EUR,"142,50",EUR,"418,77"
20-09-2016,11:16,K+S AG NA O.N,DE000KSAG888,Transaktionsgebühr,,EUR,"-2,00",EUR,"276,27"
20-09-2016,11:16,K+S AG NA O.N,DE000KSAG888,Transaktionsgebühr,,EUR,"-0,02",EUR,"278,27"
20-09-2016,11:16,K+S AG NA O.N,DE000KSAG888,"Kauf 12 zu je 17,6",,EUR,"-211,20",EUR,"278,29"
19-09-2016,10:25,RDSA DIVIDEND COUPON,RDSASCRIPDV,Verkauf 22 zu je 0,,USD,"0,00",USD,"0,00"
19-09-2016,09:24,RDSA DIVIDEND COUPON,RDSASCRIPDV,Dividende,,EUR,"9,28",EUR,"489,49"
19-09-2016,09:24,RDSA DIVIDEND COUPON,RDSASCRIPDV,Dividendensteuer,,EUR,"-1,38",EUR,"480,21"
19-09-2016,00:00,,,Währungswechsel (Ausbuchung),,USD,"-1,51",USD,"0,00"
19-09-2016,00:00,,,Währungswechsel (Einbuchung),"1,1189",EUR,"1,35",EUR,"481,59"
19-09-2016,00:00,,,Währungswechsel (Ausbuchung),,GBP,"-3,17",GBP,"0,00"
19-09-2016,00:00,,,Währungswechsel (Einbuchung),"0,8586",EUR,"3,69",EUR,"480,24"
16-09-2016,14:33,GOLD SL 1286.26 HB 324.30 FN 1286.26 ...,NL0011844485,Transaktionsgebühr,,EUR,"-4,00",EUR,"476,55"
16-09-2016,14:33,GOLD SL 1286.26 HB 324.30 FN 1286.26 ...,NL0011844485,Transaktionsgebühr,,EUR,"-0,05",EUR,"480,55"
16-09-2016,14:33,GOLD SL 1286.26 HB 324.30 FN 1286.26 ...,NL0011844485,"Kauf 50 zu je 2,5",,EUR,"-125,00",EUR,"480,60"
16-09-2016,14:04,S&P 500 SL 2176.88  HB 39.79  FN 2176...,NL0011211917,Transaktionsgebühr,,EUR,"-4,00",EUR,"605,60"
16-09-2016,14:04,S&P 500 SL 2176.88  HB 39.79  FN 2176...,NL0011211917,Transaktionsgebühr,,EUR,"-0,02",EUR,"609,60"
16-09-2016,14:04,S&P 500 SL 2176.88  HB 39.79  FN 2176...,NL0011211917,"Kauf 100 zu je 0,48",,EUR,"-48,00",EUR,"609,62"
16-09-2016,12:55,NASDAQ 100 SL 4900.43  HB 186.52  FN ...,DE000CX0J217,Transaktionsgebühr,,EUR,"-4,00",EUR,"657,62"
16-09-2016,12:55,NASDAQ 100 SL 4900.43  HB 186.52  FN ...,DE000CX0J217,Transaktionsgebühr,,EUR,"-0,05",EUR,"661,62"
16-09-2016,12:55,NASDAQ 100 SL 4900.43  HB 186.52  FN ...,DE000CX0J217,"Kauf 100 zu je 1,16",,EUR,"-116,00",EUR,"661,67"
16-09-2016,09:33,PLATINA SL 1018.00  HB 18.98  FN 970....,NL0011846126,"Verkauf 200 zu je 0,43",,EUR,"86,00",EUR,"777,67"
16-09-2016,00:00,MCDONALD'S CORPORATION,US5801351017,Dividende,,USD,"1,78",USD,"1,51"
16-09-2016,00:00,MCDONALD'S CORPORATION,US5801351017,Dividendensteuer,,USD,"-0,27",USD,"-0,27"
16-09-2016,00:00,"BP PLC DL-,25",GB0007980591,Dividende,,GBP,"3,17",GBP,"3,17"
15-09-2016,17:28,S&P 500 SL 2176.88  HB 39.79  FN 2176...,NL0011211917,Transaktionsgebühr,,EUR,"-4,00",EUR,"691,67"
15-09-2016,17:28,S&P 500 SL 2176.88  HB 39.79  FN 2176...,NL0011211917,Transaktionsgebühr,,EUR,"-0,04",EUR,"695,67"
15-09-2016,17:28,S&P 500 SL 2176.88  HB 39.79  FN 2176...,NL0011211917,"Kauf 200 zu je 0,45",,EUR,"-90,00",EUR,"695,71"
15-09-2016,15:35,NASDAQ 100 SL 4900.43  HB 186.52  FN ...,DE000CX0J217,Transaktionsgebühr,,EUR,"-4,00",EUR,"785,71"
15-09-2016,15:35,NASDAQ 100 SL 4900.43  HB 186.52  FN ...,DE000CX0J217,Transaktionsgebühr,,EUR,"-0,06",EUR,"789,71"
15-09-2016,15:35,NASDAQ 100 SL 4900.43  HB 186.52  FN ...,DE000CX0J217,"Kauf 100 zu je 1,5",,EUR,"-150,00",EUR,"789,77"
15-09-2016,15:35,PLATINA SL 1018.00  HB 18.98  FN 970....,NL0011846126,Transaktionsgebühr,,EUR,"-4,00",EUR,"939,77"
15-09-2016,15:35,PLATINA SL 1018.00  HB 18.98  FN 970....,NL0011846126,Transaktionsgebühr,,EUR,"-0,02",EUR,"943,77"
15-09-2016,15:35,PLATINA SL 1018.00  HB 18.98  FN 970....,NL0011846126,"Kauf 100 zu je 0,56",,EUR,"-56,00",EUR,"943,79"
14-09-2016,15:30,"VERIZON COMM. INC. DL-, 10",US92343V1044,Transaktionsgebühr,,EUR,"-7,50",EUR,"999,79"
14-09-2016,15:30,"VERIZON COMM. INC. DL-, 10",US92343V1044,Transaktionsgebühr,,EUR,"-0,18",EUR,"1007,29"
14-09-2016,15:30,"VERIZON COMM. INC. DL-, 10",US92343V1044,"Kauf 5 zu je 45,95",,EUR,"-229,75",EUR,"1007,47"
14-09-2016,10:21,S&P 500 SL 2176.88  HB 39.79  FN 2176...,NL0011211917,Transaktionsgebühr,,EUR,"-4,00",EUR,"1237,22"
14-09-2016,10:21,S&P 500 SL 2176.88  HB 39.79  FN 2176...,NL0011211917,Transaktionsgebühr,,EUR,"-0,04",EUR,"1241,22"
14-09-2016,10:21,S&P 500 SL 2176.88  HB 39.79  FN 2176...,NL0011211917,"Verkauf 200 zu je 0,49",,EUR,"98,00",EUR,"1241,26"
14-09-2016,08:00,NASDAQ 100 SL 4900.43  HB 186.52  FN ...,DE000CX0J217,Transaktionsgebühr,,EUR,"-4,00",EUR,"1143,26"
14-09-2016,08:00,NASDAQ 100 SL 4900.43  HB 186.52  FN ...,DE000CX0J217,Transaktionsgebühr,,EUR,"-0,14",EUR,"1147,26"
14-09-2016,08:00,NASDAQ 100 SL 4900.43  HB 186.52  FN ...,DE000CX0J217,"Kauf 200 zu je 1,75",,EUR,"-350,00",EUR,"1147,40"
12-09-2016,17:50,S&P 500 SL 2176.88  HB 39.79  FN 2176...,NL0011211917,Transaktionsgebühr,,EUR,"-4,00",EUR,"1497,40"
12-09-2016,17:50,S&P 500 SL 2176.88  HB 39.79  FN 2176...,NL0011211917,Transaktionsgebühr,,EUR,"-0,02",EUR,"1501,40"
12-09-2016,17:50,S&P 500 SL 2176.88  HB 39.79  FN 2176...,NL0011211917,"Kauf 100 zu je 0,45",,EUR,"-45,00",EUR,"1501,42"
12-09-2016,16:54,NASDAQ 100 SL 4900.43  HB 186.52  FN ...,DE000CX0J217,Transaktionsgebühr,,EUR,"-4,00",EUR,"1546,42"
12-09-2016,16:54,NASDAQ 100 SL 4900.43  HB 186.52  FN ...,DE000CX0J217,Transaktionsgebühr,,EUR,"-0,08",EUR,"1550,42"
12-09-2016,16:54,NASDAQ 100 SL 4900.43  HB 186.52  FN ...,DE000CX0J217,Kauf 100 zu je 2,,EUR,"-200,00",EUR,"1550,50"
12-09-2016,16:19,S&P 500 SL 2262.12  HB 872.30  FN 226...,DE000CC3ZV81,Transaktionsgebühr,,EUR,"-4,00",EUR,"1750,50"
12-09-2016,16:19,S&P 500 SL 2262.12  HB 872.30  FN 226...,DE000CC3ZV81,Transaktionsgebühr,,EUR,"-0,05",EUR,"1754,50"
12-09-2016,16:19,S&P 500 SL 2262.12  HB 872.30  FN 226...,DE000CC3ZV81,"Verkauf 100 zu je 1,31",,EUR,"131,00",EUR,"1754,55"
12-09-2016,15:33,S&P 500 SL 2262.12  HB 872.30  FN 226...,DE000CC3ZV81,Transaktionsgebühr,,EUR,"-4,00",EUR,"1623,55"
12-09-2016,15:33,S&P 500 SL 2262.12  HB 872.30  FN 226...,DE000CC3ZV81,Transaktionsgebühr,,EUR,"-0,27",EUR,"1627,55"
12-09-2016,15:33,S&P 500 SL 2262.12  HB 872.30  FN 226...,DE000CC3ZV81,"Verkauf 475 zu je 1,41",,EUR,"669,75",EUR,"1627,82"
12-09-2016,15:32,S&P 500 SL 2196.41  HB 103.62  FN 219...,NL0011197025,Transaktionsgebühr,,EUR,"-4,00",EUR,"958,07"
12-09-2016,15:32,S&P 500 SL 2196.41  HB 103.62  FN 219...,NL0011197025,Transaktionsgebühr,,EUR,"-0,03",EUR,"962,07"
12-09-2016,15:32,S&P 500 SL 2196.41  HB 103.62  FN 219...,NL0011197025,"Verkauf 90 zu je 0,84",,EUR,"75,60",EUR,"962,10"
12-09-2016,14:41,NASDAQ 100 SL 4900.43  HB 186.52  FN ...,DE000CX0J217,Transaktionsgebühr,,EUR,"-4,00",EUR,"886,50"
12-09-2016,14:41,NASDAQ 100 SL 4900.43  HB 186.52  FN ...,DE000CX0J217,Transaktionsgebühr,,EUR,"-0,77",EUR,"890,50"
12-09-2016,14:41,NASDAQ 100 SL 4900.43  HB 186.52  FN ...,DE000CX0J217,"Verkauf 800 zu je 2,41",,EUR,"1928,00",EUR,"891,27"
12-09-2016,14:40,S&P 500 SL 2176.88  HB 39.79  FN 2176...,NL0011211917,Transaktionsgebühr,,EUR,"-4,00",EUR,"-1036,73"
12-09-2016,14:40,S&P 500 SL 2176.88  HB 39.79  FN 2176...,NL0011211917,Transaktionsgebühr,,EUR,"-0,13",EUR,"-1032,73"
12-09-2016,14:40,S&P 500 SL 2176.88  HB 39.79  FN 2176...,NL0011211917,"Verkauf 525 zu je 0,61",,EUR,"320,25",EUR,"-1032,60"
12-09-2016,10:15,PLATINA SL 1018.00  HB 18.98  FN 970....,NL0011846126,Transaktionsgebühr,,EUR,"-4,00",EUR,"-1352,85"
12-09-2016,10:15,PLATINA SL 1018.00  HB 18.98  FN 970....,NL0011846126,Transaktionsgebühr,,EUR,"-0,03",EUR,"-1348,85"
12-09-2016,10:15,PLATINA SL 1018.00  HB 18.98  FN 970....,NL0011846126,"Kauf 100 zu je 0,78",,EUR,"-78,00",EUR,"-1348,82"
12-09-2016,09:47,SILVER SL 17.08  HB 44.43  FN 17.08  ...,NL0011634928,Transaktionsgebühr,,EUR,"-4,00",EUR,"-1270,82"
12-09-2016,09:47,SILVER SL 17.08  HB 44.43  FN 17.08  ...,NL0011634928,Transaktionsgebühr,,EUR,"-0,04",EUR,"-1266,82"
12-09-2016,09:47,SILVER SL 17.08  HB 44.43  FN 17.08  ...,NL0011634928,"Kauf 50 zu je 1,85",,EUR,"-92,50",EUR,"-1266,78"
08-09-2016,15:48,ADIDAS SL 165.88  HB 26.29  FN 165.88...,DE000CX0KZ00,Transaktionsgebühr,,EUR,"-4,00",EUR,"-1174,28"
08-09-2016,15:48,ADIDAS SL 165.88  HB 26.29  FN 165.88...,DE000CX0KZ00,Transaktionsgebühr,,EUR,"-0,03",EUR,"-1170,28"
08-09-2016,15:48,ADIDAS SL 165.88  HB 26.29  FN 165.88...,DE000CX0KZ00,"Kauf 30 zu je 2,24",,EUR,"-67,20",EUR,"-1170,25"
08-09-2016,15:12,IBEX 35 (MADRID) SL 10030.00  HB 7.73...,NL0011359377,Transaktionsgebühr,,EUR,"-4,00",EUR,"-1103,05"
08-09-2016,15:12,IBEX 35 (MADRID) SL 10030.00  HB 7.73...,NL0011359377,Transaktionsgebühr,,EUR,"-0,04",EUR,"-1099,05"
08-09-2016,15:12,IBEX 35 (MADRID) SL 10030.00  HB 7.73...,NL0011359377,"Kauf 50 zu je 1,75",,EUR,"-87,50",EUR,"-1099,01"
08-09-2016,14:53,DAX SL 11039.87 HB 129.99 FN 11039.87...,NL0011483821,Transaktionsgebühr,,EUR,"-4,00",EUR,"-1011,51"
08-09-2016,14:53,DAX SL 11039.87 HB 129.99 FN 11039.87...,NL0011483821,Transaktionsgebühr,,EUR,"-0,02",EUR,"-1007,51"
08-09-2016,14:53,DAX SL 11039.87 HB 129.99 FN 11039.87...,NL0011483821,"Kauf 10 zu je 5,15",,EUR,"-51,50",EUR,"-1007,49"
07-09-2016,17:38,PLATINA SL 1018.00  HB 18.98  FN 970....,NL0011846126,Transaktionsgebühr,,EUR,"-4,00",EUR,"-955,99"
07-09-2016,17:38,PLATINA SL 1018.00  HB 18.98  FN 970....,NL0011846126,Transaktionsgebühr,,EUR,"-0,03",EUR,"-951,99"
07-09-2016,17:38,PLATINA SL 1018.00  HB 18.98  FN 970....,NL0011846126,"Verkauf 75 zu je 1,06",,EUR,"79,50",EUR,"-951,96"
07-09-2016,17:37,SILVER SL 17.08  HB 44.43  FN 17.08  ...,NL0011634928,Transaktionsgebühr,,EUR,"-4,00",EUR,"-1031,46"
07-09-2016,17:37,SILVER SL 17.08  HB 44.43  FN 17.08  ...,NL0011634928,Transaktionsgebühr,,EUR,"-0,10",EUR,"-1027,46"
07-09-2016,17:37,SILVER SL 17.08  HB 44.43  FN 17.08  ...,NL0011634928,"Verkauf 100 zu je 2,52",,EUR,"252,00",EUR,"-1027,36"
07-09-2016,08:56,NASDAQ 100 SL 4832.91  HB 107.42  FN ...,NL0011479175,Verkauf 75 zu je 0,,EUR,"0,00",EUR,"-1279,36"
05-09-2016,08:26,ADIDAS SL 165.88  HB 26.29  FN 165.88...,DE000CX0KZ00,Transaktionsgebühr,,EUR,"-4,00",EUR,"-1279,36"
05-09-2016,08:26,ADIDAS SL 165.88  HB 26.29  FN 165.88...,DE000CX0KZ00,Transaktionsgebühr,,EUR,"-0,03",EUR,"-1275,36"
05-09-2016,08:26,ADIDAS SL 165.88  HB 26.29  FN 165.88...,DE000CX0KZ00,"Verkauf 30 zu je 2,46",,EUR,"73,80",EUR,"-1275,33"
01-09-2016,14:09,PLATINA SL 1018.00  HB 18.98  FN 970....,NL0011846126,Transaktionsgebühr,,EUR,"-4,00",EUR,"-1349,13"
01-09-2016,14:09,PLATINA SL 1018.00  HB 18.98  FN 970....,NL0011846126,Transaktionsgebühr,,EUR,"-0,02",EUR,"-1345,13"
01-09-2016,14:09,PLATINA SL 1018.00  HB 18.98  FN 970....,NL0011846126,"Kauf 75 zu je 0,79",,EUR,"-59,25",EUR,"-1345,11"
01-09-2016,10:13,SILVER SL 17.08  HB 44.43  FN 17.08  ...,NL0011634928,Transaktionsgebühr,,EUR,"-4,00",EUR,"-1285,86"
01-09-2016,10:13,SILVER SL 17.08  HB 44.43  FN 17.08  ...,NL0011634928,Transaktionsgebühr,,EUR,"-0,03",EUR,"-1281,86"
01-09-2016,10:13,SILVER SL 17.08  HB 44.43  FN 17.08  ...,NL0011634928,"Kauf 50 zu je 1,52",,EUR,"-76,00",EUR,"-1281,83"
01-09-2016,09:12,SABINA GOLD+SILVER CORP,CA7852461093,Transaktionsgebühr,,EUR,"-7,50",EUR,"-1205,83"
01-09-2016,09:12,SABINA GOLD+SILVER CORP,CA7852461093,Transaktionsgebühr,,EUR,"-0,03",EUR,"-1198,33"
01-09-2016,09:12,SABINA GOLD+SILVER CORP,CA7852461093,"Kauf 50 zu je 0,799",,EUR,"-39,95",EUR,"-1198,30"
01-09-2016,00:00,,,Zinsen,,EUR,"-2,42",EUR,"-1158,35"
26-08-2016,16:01,GOLD SL 1308.61  HB 334.92  FN 1308.6...,NL0011849732,Transaktionsgebühr,,EUR,"-4,00",EUR,"-1155,93"
26-08-2016,16:01,GOLD SL 1308.61  HB 334.92  FN 1308.6...,NL0011849732,Transaktionsgebühr,,EUR,"-0,01",EUR,"-1151,93"
26-08-2016,16:01,GOLD SL 1308.61  HB 334.92  FN 1308.6...,NL0011849732,"Verkauf 25 zu je 1,42",,EUR,"35,50",EUR,"-1151,92"
25-08-2016,14:08,,,Einzahlung,,EUR,"100,00",EUR,"-1187,42"
25-08-2016,00:00,,,Währungswechsel (Ausbuchung),,USD,"-3,76",USD,"0,00"
25-08-2016,00:00,,,Währungswechsel (Einbuchung),"1,1297",EUR,"3,33",EUR,"-1287,42"
23-08-2016,10:54,NASDAQ 100 SL 4832.91  HB 107.42  FN ...,NL0011479175,Transaktionsgebühr,,EUR,"-4,00",EUR,"-1290,75"
23-08-2016,10:54,NASDAQ 100 SL 4832.91  HB 107.42  FN ...,NL0011479175,Transaktionsgebühr,,EUR,"-0,01",EUR,"-1286,75"
23-08-2016,10:54,NASDAQ 100 SL 4832.91  HB 107.42  FN ...,NL0011479175,"Kauf 75 zu je 0,4",,EUR,"-30,00",EUR,"-1286,74"
22-08-2016,09:27,ADIDAS SL 165.88  HB 26.29  FN 165.88...,DE000CX0KZ00,Transaktionsgebühr,,EUR,"-4,00",EUR,"-1256,74"
22-08-2016,09:27,ADIDAS SL 165.88  HB 26.29  FN 165.88...,DE000CX0KZ00,Transaktionsgebühr,,EUR,"-0,02",EUR,"-1252,74"
22-08-2016,09:27,ADIDAS SL 165.88  HB 26.29  FN 165.88...,DE000CX0KZ00,"Kauf 30 zu je 1,35",,EUR,"-40,50",EUR,"-1252,72"
22-08-2016,08:18,SILVER SL 19.21  HB 83.58  FN 19.21  ...,NL0011846506,Verkauf 225 zu je 0,,EUR,"0,00",EUR,"-1212,22"
19-08-2016,15:43,MCDONALD'S CORPORATION,US5801351017,Währungswechsel (Einbuchung),,USD,"232,50",USD,"3,76"
19-08-2016,15:43,MCDONALD'S CORPORATION,US5801351017,Währungswechsel (Ausbuchung),"1,1322",EUR,"-205,55",EUR,"-1212,22"
19-08-2016,15:43,MCDONALD'S CORPORATION,US5801351017,Transaktionsgebühr,,EUR,"-0,50",EUR,"-1006,67"
19-08-2016,15:43,MCDONALD'S CORPORATION,US5801351017,Transaktionsgebühr,,EUR,"-0,01",EUR,"-1006,17"
19-08-2016,15:43,MCDONALD'S CORPORATION,US5801351017,"Kauf 2 zu je 116,25",,USD,"-232,50",USD,"-228,74"
19-08-2016,15:29,SILVER SL 19.21  HB 83.58  FN 19.21  ...,NL0011846506,Transaktionsgebühr,,EUR,"-4,00",EUR,"-1006,16"
19-08-2016,15:29,SILVER SL 19.21  HB 83.58  FN 19.21  ...,NL0011846506,Transaktionsgebühr,,EUR,"-0,01",EUR,"-1002,16"
